"id","action","symbol","strategy","tf","entry_time","entry_price","order_value","order_interval","price_10min","price_10min_ts","price_30min","price_30min_ts","price_60min","price_60min_ts","price_1day","price_1day_ts","result_10min","result_30min","result_60min","result_1day","pnl","created_at","updated_at","trade","martingale","signal_time"
1685,"Sell","BTCUSDT","UT-BOT2-10","1","2025-09-04 20:15:04",110779.48,0,0,110715.23978261,"2025-09-04 20:25:05",110586.01695652,"2025-09-04 20:45:05",109828.32652174,"2025-09-04 21:15:05",0,,"WIN","WIN","WIN",,0,"2025-09-04 20:15:04","2025-09-04 21:15:05",FALSE,FALSE,
1686,"Sell","BTCUSDT","Range FRAMA3-99","1","2025-09-04 20:15:04",110779.48,0,0,110715.23978261,"2025-09-04 20:25:05",110586.01695652,"2025-09-04 20:45:05",109828.32652174,"2025-09-04 21:15:05",0,,"WIN","WIN","WIN",,0,"2025-09-04 20:15:04","2025-09-04 21:15:05",FALSE,FALSE,
1687,"Sell","BTCUSDT","MWP-20","1","2025-09-04 20:23:03",110715.7676087,0,0,110784.0073913,"2025-09-04 20:33:05",110402.38434783,"2025-09-04 20:53:05",109863.35434783,"2025-09-04 21:23:05",0,,"LOSE","WIN","WIN",,0,"2025-09-04 20:23:03","2025-09-04 21:23:05",FALSE,FALSE,
1688,"FlowTrend Bearish + Sell","BTCUSDT","MWP-20","1","2025-09-04 20:23:03",110715.7676087,0,0,110784.0073913,"2025-09-04 20:33:05",110402.38434783,"2025-09-04 20:53:05",109863.35434783,"2025-09-04 21:23:05",0,,"LOSE","WIN","WIN",,0,"2025-09-04 20:23:03","2025-09-04 21:23:05",FALSE,FALSE,
1689,"Sell","BTCUSDT","Range FRAMA3-99","1","2025-09-04 21:03:03",110302.13565217,0,0,110005.90456522,"2025-09-04 21:13:04",110012.20891304,"2025-09-04 21:33:05",109832.40565217,"2025-09-04 22:03:05",0,,"WIN","WIN","WIN",,0,"2025-09-04 21:03:03","2025-09-04 22:03:05",FALSE,FALSE,
1690,"Sell","BTCUSDT","Range FRAMA3","1","2025-09-04 21:03:03",110302.13565217,0,0,110005.90456522,"2025-09-04 21:13:04",110012.20891304,"2025-09-04 21:33:05",109832.40565217,"2025-09-04 22:03:05",0,,"WIN","WIN","WIN",,0,"2025-09-04 21:03:03","2025-09-04 22:03:05",FALSE,FALSE,
1691,"Buy","BTCUSDT","UT-BOT2-10","1","2025-09-04 21:38:03",110132.71978261,0,0,110064.62847826,"2025-09-04 21:48:04",109675.63347826,"2025-09-04 22:08:05",109425.86608696,"2025-09-04 22:38:04",0,,"LOSE","LOSE","LOSE",,0,"2025-09-04 21:38:03","2025-09-04 22:38:04",FALSE,FALSE,
1692,"Sell","BTCUSDT","UT-BOT2-10","1","2025-09-04 21:54:03",109993.24565217,0,0,109765.61369565,"2025-09-04 22:04:05",109459.99565217,"2025-09-04 22:24:05",109613.7476087,"2025-09-04 22:54:03",0,,"WIN","WIN","WIN",,0,"2025-09-04 21:54:03","2025-09-04 22:54:03",FALSE,FALSE,
1693,"Sell","BTCUSDT","Range FRAMA3-99","1","2025-09-04 21:57:03",109915.9626087,0,0,109670.03586957,"2025-09-04 22:07:05",109427.26347826,"2025-09-04 22:27:04",109594.4623913,"2025-09-04 22:57:05",0,,"WIN","WIN","WIN",,0,"2025-09-04 21:57:03","2025-09-04 22:57:05",FALSE,FALSE,
1694,"Buy","BTCUSDT","UT-BOT2-10","1","2025-09-04 22:53:05",109582.73391304,0,0,109561.50913043,"2025-09-04 23:03:07",109588.52695652,"2025-09-04 23:23:07",109470.35326087,"2025-09-04 23:53:07",0,,"LOSE","WIN","LOSE",,0,"2025-09-04 22:53:05","2025-09-04 23:53:07",FALSE,FALSE,
1695,"Buy","BTCUSDT","Range FRAMA3-99","1","2025-09-04 22:54:03",109613.7476087,0,0,109574.96847826,"2025-09-04 23:04:05",109600.23978261,"2025-09-04 23:24:05",109491.97913043,"2025-09-04 23:54:05",0,,"LOSE","LOSE","LOSE",,0,"2025-09-04 22:54:03","2025-09-04 23:54:05",FALSE,FALSE,
1696,"Buy","BTCUSDT","Range FRAMA3","1","2025-09-04 22:54:03",109613.7476087,0,0,109574.96847826,"2025-09-04 23:04:05",109600.23978261,"2025-09-04 23:24:05",109491.97913043,"2025-09-04 23:54:05",0,,"LOSE","LOSE","LOSE",,0,"2025-09-04 22:54:03","2025-09-04 23:54:05",FALSE,FALSE,
1727,"Sell","BTCUSDT","UT-BOT2-10","1","2025-09-04 23:02:03",109459.77717391,0,0,109648.24934783,"2025-09-04 23:12:05",109400.28326087,"2025-09-04 23:32:05",109555.6623913,"2025-09-05 00:02:04",0,,"LOSE","WIN","LOSE",,0,"2025-09-04 23:02:03","2025-09-05 00:02:04",FALSE,FALSE,
1728,"Buy","BTCUSDT","UT-BOT2-10","1","2025-09-04 23:05:03",109645.43152174,0,0,109652.51413043,"2025-09-04 23:15:06",109535.42586957,"2025-09-04 23:35:05",109638.46152174,"2025-09-05 00:05:05",0,,"WIN","LOSE","LOSE",,0,"2025-09-04 23:05:03","2025-09-05 00:05:05",FALSE,FALSE,
1729,"Sell","BTCUSDT","UT-BOT2-10","1","2025-09-04 23:26:04",109466.43304348,0,0,109482.1973913,"2025-09-04 23:36:06",109436.46282609,"2025-09-04 23:56:06",109773.59673913,"2025-09-05 00:26:06",0,,"LOSE","WIN","LOSE",,0,"2025-09-04 23:26:04","2025-09-05 00:26:06",FALSE,FALSE,
1730,"Buy","BTCUSDT","UT-BOT2-10","1","2025-09-05 00:02:03",109555.6623913,0,0,109648.15652174,"2025-09-05 00:12:06",109789.14934783,"2025-09-05 00:32:06",109908.34326087,"2025-09-05 01:02:05",0,,"WIN","WIN","WIN",,0,"2025-09-05 00:02:03","2025-09-05 01:02:05",FALSE,FALSE,
1731,"Buy","BTCUSDT","MWP-20","1","2025-09-05 00:05:05",109638.46152174,0,0,109671.25130435,"2025-09-05 00:15:06",109742.45717391,"2025-09-05 00:35:06",110045.08586957,"2025-09-05 01:05:07",0,,"WIN","WIN","WIN",,0,"2025-09-05 00:05:05","2025-09-05 01:05:07",FALSE,FALSE,
1732,"Buy","BTCUSDT","Range FRAMA3-99","1","2025-09-05 00:05:05",109638.46152174,0,0,109671.25130435,"2025-09-05 00:15:06",109742.45717391,"2025-09-05 00:35:06",110045.08586957,"2025-09-05 01:05:07",0,,"WIN","WIN","WIN",,0,"2025-09-05 00:05:05","2025-09-05 01:05:07",FALSE,FALSE,
