"id","action","symbol","strategy","tf","entry_time","entry_price","order_value","order_interval","price_10min","price_10min_ts","price_30min","price_30min_ts","price_60min","price_60min_ts","price_1day","price_1day_ts","result_10min","result_30min","result_60min","result_1day","pnl","created_at","updated_at","trade","martingale","signal_time"
3182,"Buy","BTCUSDT","MWP-20","1","2025-09-09 06:20:03",112278.36456522,0,0,112132.43804348,"2025-09-09 06:30:04",112052.30478261,"2025-09-09 06:50:05",111945.63869565,"2025-09-09 07:20:04",0,,"LOSE","LOSE","LOSE",,0,"2025-09-09 06:20:03","2025-09-09 07:20:04",FALSE,FALSE,
3183,"Buy","BTCUSDT","UT-BOT2-10","1","2025-09-09 06:20:03",112278.36456522,0,0,112132.43804348,"2025-09-09 06:30:04",112052.30478261,"2025-09-09 06:50:05",111945.63869565,"2025-09-09 07:20:05",0,,"LOSE","LOSE","LOSE",,0,"2025-09-09 06:20:03","2025-09-09 07:20:05",FALSE,FALSE,
3184,"FlowTrend Bearish + Sell+","BTCUSDT","MWP-20","1","2025-09-09 06:22:05",112200.97369565,0,0,112099.94086957,"2025-09-09 06:32:06",111999.07478261,"2025-09-09 06:52:05",111961.25978261,"2025-09-09 07:22:06",0,,"WIN","WIN","WIN",,0,"2025-09-09 06:22:05","2025-09-09 07:22:06",FALSE,FALSE,
3185,"Sell","BTCUSDT","MWP-20","1","2025-09-09 06:22:05",112200.97369565,0,0,112099.94086957,"2025-09-09 06:32:06",111999.07478261,"2025-09-09 06:52:05",111961.25978261,"2025-09-09 07:22:06",0,,"WIN","WIN","WIN",,0,"2025-09-09 06:22:05","2025-09-09 07:22:06",FALSE,FALSE,
3186,"Sell","BTCUSDT","UT-BOT2-10","1","2025-09-09 06:23:04",112198.8926087,0,0,112077.75347826,"2025-09-09 06:33:06",112018.55565217,"2025-09-09 06:53:05",111869.36826087,"2025-09-09 07:23:05",0,,"WIN","WIN","WIN",,0,"2025-09-09 06:23:04","2025-09-09 07:23:05",FALSE,FALSE,
3187,"Sell","BTCUSDT","Range Filter5","5","2025-09-09 06:30:05",112132.43804348,0,0,112126.99043478,"2025-09-09 06:40:06",112062.40956522,"2025-09-09 07:00:07",111669.805,"2025-09-09 07:30:06",0,,"WIN","WIN","WIN",,0,"2025-09-09 06:30:05","2025-09-09 07:30:06",FALSE,FALSE,
3188,"Buy","BTCUSDT","MWP-20","1","2025-09-09 06:56:05",112105.57608696,0,0,112079.28434783,"2025-09-09 07:06:06",111664.78826087,"2025-09-09 07:26:06",111659.55173913,"2025-09-09 07:56:06",0,,"LOSE","LOSE","LOSE",,0,"2025-09-09 06:56:05","2025-09-09 07:56:06",FALSE,FALSE,
3189,"Buy","BTCUSDT","MWP-25","1","2025-09-09 06:56:05",112105.57608696,0,0,112080.00847826,"2025-09-09 07:06:06",111664.78826087,"2025-09-09 07:26:06",111659.55173913,"2025-09-09 07:56:06",0,,"LOSE","LOSE","LOSE",,0,"2025-09-09 06:56:05","2025-09-09 07:56:06",FALSE,FALSE,
3190,"Buy","BTCUSDT","Range FRAMA3","1","2025-09-09 06:56:05",112105.57608696,0,0,112079.28434783,"2025-09-09 07:06:06",111664.78826087,"2025-09-09 07:26:06",111659.56043478,"2025-09-09 07:56:06",0,,"LOSE","LOSE","LOSE",,0,"2025-09-09 06:56:05","2025-09-09 07:56:06",FALSE,FALSE,
3191,"Buy","BTCUSDT","Range FRAMA3-99","1","2025-09-09 06:56:05",112105.57608696,0,0,112079.28434783,"2025-09-09 07:06:06",111664.78826087,"2025-09-09 07:26:06",111659.55173913,"2025-09-09 07:56:06",0,,"LOSE","LOSE","LOSE",,0,"2025-09-09 06:56:05","2025-09-09 07:56:06",FALSE,FALSE,
3192,"Buy","BTCUSDT","UT-BOT2-10","1","2025-09-09 06:56:06",112105.58108696,0,0,112079.28434783,"2025-09-09 07:06:06",111664.78826087,"2025-09-09 07:26:07",111659.56043478,"2025-09-09 07:56:07",0,,"LOSE","LOSE","LOSE",,0,"2025-09-09 06:56:06","2025-09-09 07:56:07",FALSE,FALSE,
